arr,value,id,account_id,source,closed_date,start_date,end_date,cancellation_date,original_end_date,number_of_licenses,type,industry
2500,2500,a1d1n00000ErZMVAA3,0010Y00000SgQsDQAV,salesforce,2017-06-05,2017-05-11,2018-05-10,,2018-05-10,1,New Business,Asset Manager / Investor
6000,6000,a1d7U000000PHjmQAG,0010Y00000SgQsDQAV,salesforce,2022-02-03,2022-02-03,2023-02-02,,2023-02-02,2,New Business,Asset Manager / Investor
3000,3000,a1d1n00000ErZPRAA3,0010Y00000SgQsDQAV,salesforce,2018-06-26,2018-06-26,2019-06-26,,2019-06-26,1,Renewal,Asset Manager / Investor
3500,3500,a1d090000002F37AAE,0010Y00000SgQsDQAV,salesforce,2023-02-10,2023-02-03,2024-02-02,,2024-02-02,2,Renewal,Asset Manager / Investor
5700,5700,a1d1n00000ErZeWAAV,0010Y00000SgQsNQAV,salesforce,2018-06-22,2018-06-02,2019-06-01,,2019-06-01,1,Renewal,Agent
6000,6000,a1d2o00000WbupEAAR,0010Y00000SgQsNQAV,salesforce,2020-10-29,2020-10-30,2021-10-29,,2021-10-29,1,Renewal,Agent
6000,6000,a1d1n00000ErZfUAAV,0010Y00000SgQsNQAV,salesforce,2019-06-02,2019-06-02,2020-06-01,,2020-06-01,1,Renewal,Agent
4000,4000,a1d1n00000ErZWCAA3,0010Y00000SgQsNQAV,salesforce,2017-06-02,2017-06-02,2018-06-01,,2018-06-01,1,New Business,Agent
6000,6000,a1d1n00000ErZhUAAV,0010Y00000sGxkhQAC,salesforce,2019-10-07,2019-10-04,2020-10-03,,2020-10-03,1,New Business,Residential developer
10000,10000,a1d2o00000WbxJEAAZ,0010Y00000sGzkLQAS,salesforce,2020-11-26,2020-12-13,2021-12-12,,2021-12-12,3,Renewal,Residential developer
10000,10000,a1d1n00000ErZRvAAN,0010Y00000sGzkLQAS,salesforce,2019-12-13,2019-12-13,2020-12-12,,2020-12-12,3,Renewal,Residential developer
10000,10000,a1d1n00000ErZSJAA3,0010Y00000sGzkLQAS,salesforce,2018-12-13,2018-12-13,2019-12-12,,2019-12-12,3,Renewal,Residential developer
8239.97,6750,a1d2o00000Wc3tLAAR,0010Y00000sGzkLQAS,salesforce,2021-02-18,2021-02-17,2021-12-12,,2021-12-12,3,Additional User,Residential developer
4500,4500,a1d1n00000ErZYIAA3,0010Y00000sGzYeQAK,salesforce,2019-12-10,2019-12-10,2020-12-09,,2020-12-09,1,Renewal,Residential developer
4200,4200,a1d2o00000Wc9bmAAB,0010Y00000sGzYeQAK,salesforce,,2018-11-30,2019-11-29,,2019-11-29,1,Renewal,Residential developer
4200,4200,a1d2o00000Wc9a0AAB,0010Y00000sGzYeQAK,salesforce,,2017-11-23,2018-11-22,,2018-11-22,1,New Business,Residential developer
3323.08,3600,a1d1n00000ErZRhAAN,0010Y00000sH1QeQAK,salesforce,2020-01-29,2020-01-29,2021-02-28,,2021-02-28,1,New Business,Agent
2600,2600,a1d2o00000Wc9Y5AAJ,0010Y00000sH1QeQAK,salesforce,,2016-09-27,2017-09-26,,2017-09-26,1,New Business,Agent
3600,3600,a1d1n00000ErZUIAA3,0010Y00000sH1QeQAK,salesforce,2018-09-07,2018-09-28,2019-09-27,,2019-09-27,1,Renewal,Agent
3600,3600,a1d1n00000ErZTsAAN,0010Y00000sH4OyQAK,salesforce,2019-11-16,2019-11-16,2020-11-15,,2020-11-15,1,Renewal,Agent
3600,3600,a1d2o00000YZ3DAAA1,0010Y00000sH4OyQAK,salesforce,2021-11-01,2021-11-16,2022-11-15,,2022-11-15,1,Renewal,Agent
2600,2600,a1d1n00000ErZGhAAN,0010Y00000sH4OyQAK,salesforce,2017-11-17,2017-11-16,2018-11-15,,2018-11-15,1,New Business,Agent
3600,3600,a1d0900000029FeAAI,0010Y00000sH4OyQAK,salesforce,2022-11-17,2022-11-16,2023-11-15,,2023-11-15,1,Renewal,Agent
3600,3600,a1d2o00000WbwFyAAJ,0010Y00000sH4OyQAK,salesforce,2020-11-11,2020-11-16,2021-11-15,,2021-11-15,1,Renewal,Agent
3600,3600,a1d2o00000Wc9a1AAB,0010Y00000sH4OyQAK,salesforce,,2018-11-16,2019-11-16,,2019-11-16,1,Renewal,Agent
4000,4000,a1d1n00000ErZWEAA3,0010Y00000sHBiTQAW,salesforce,2017-10-30,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Residential developer
4000,4000,a1d2o00000YZ3COAA1,0010Y00000sHBiTQAW,salesforce,2021-11-01,2021-11-01,2022-10-31,,2022-10-31,1,Renewal,Residential developer
5142.86,9000,a1d1n00000ErZOcAAN,0010Y00000sHBiTQAW,salesforce,2020-01-17,2020-01-31,2021-10-30,,2021-10-30,3,New Business,Residential developer
6500,6500,a1d1n00000ErZRLAA3,0010Y00000sHBiTQAW,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,2,Renewal,Residential developer
4500,4500,a1d7U000000RYLoQAO,0010Y00000sHBiTQAW,salesforce,2022-10-31,2022-11-01,2023-10-31,,2023-10-31,1,Renewal,Residential developer
3054.39,2000,a1d2o00000VlXm3AAF,0010Y00000sHC4cQAG,salesforce,2020-09-14,2020-09-04,2021-04-30,,2021-04-30,1,Additional User,Residential developer
4600,4600,a1d2o00000Wc9a2AAB,0010Y00000sHC4cQAG,salesforce,,2017-03-28,2018-03-27,,2018-03-27,1,New Business,Residential developer
3096.72,1875,a1d2o00000WBQfYAAX,0010Y00000sHC4cQAG,salesforce,2020-09-22,2020-09-22,2021-04-30,,2021-04-30,1,Additional User,Residential developer
8600,8600,a1d1n00000ErZL8AAN,0010Y00000sHC4cQAG,salesforce,2018-03-28,2018-03-28,2019-03-27,,2019-03-27,4,Renewal,Residential developer
10000,10000,a1d1n00000ErbPSAAZ,0010Y00000sHC4cQAG,salesforce,2020-05-01,2020-05-01,2021-04-30,,2021-04-30,3,Renewal,Residential developer
12500,12500,a1d1n00000ErZQiAAN,0010Y00000sHC4cQAG,salesforce,2019-03-28,2019-03-28,2020-03-27,,2020-03-27,4,Renewal,Residential developer
6810.81,21000,a1d7U000000QRz5QAG,0010Y00000sHCAxQAO,salesforce,2022-07-19,2022-07-01,2025-06-30,,2025-06-30,2,Renewal,Consultant
6000,6000,a1d1n00000ErZPOAA3,0010Y00000sHCAxQAO,salesforce,2018-05-23,2018-05-12,2019-05-11,,2019-05-11,2,Renewal,Consultant
6000,6000,a1d2o00000XmHKtAAN,0010Y00000sHCAxQAO,salesforce,2021-06-28,2021-07-01,2022-06-30,,2022-06-30,1,Renewal,Consultant
5400,5400,a1d1n00000ErZcMAAV,0010Y00000sHCAxQAO,salesforce,2019-05-12,2019-05-31,2020-05-30,,2020-05-30,1,Renewal,Consultant
4984.62,5400,a1d1n00000D6ZD3AAN,0010Y00000sHCAxQAO,salesforce,2020-05-22,2020-05-31,2021-06-30,,2021-06-30,1,Renewal,Consultant
5750,5750,a1d1n00000ErZOaAAN,0010Y00000sHCAxQAO,salesforce,2017-05-12,2017-05-12,2018-05-11,,2018-05-11,2,New Business,Consultant
6857.14,8000,a1d1n00000ErZT8AAN,0010Y00000sHCUYQA4,salesforce,2019-10-31,2019-10-31,2020-12-30,,2020-12-30,2,New Business,Agent
1982.33,630,a1d2o00000YYy5pAAD,0010Y00000sHCUYQA4,salesforce,2021-09-02,2021-09-06,2021-12-30,,2021-12-30,1,Additional User,Agent
8000,8000,a1d2o00000WbxOJAAZ,0010Y00000sHCUYQA4,salesforce,2020-11-27,2020-12-31,2021-12-30,,2021-12-30,2,Renewal,Agent
9000,9000,a1d090000002ARgAAM,0010Y00000sHCUYQA4,salesforce,2022-12-12,2022-12-31,2023-12-30,,2023-12-30,2,Renewal,Agent
10000,10000,a1d2o00000YZ4ZqAAL,0010Y00000sHCUYQA4,salesforce,2021-11-19,2021-12-31,2022-12-30,,2022-12-30,3,Renewal,Agent
1620,1620,a1d1n00000ErZI8AAN,0010Y00000sHJcMQAW,salesforce,2019-06-27,2019-06-27,2020-06-26,,2020-06-26,1,New Business,Residential developer
6500,6500,a1d1n00000ErZREAA3,0010Y00000ShZbYQAV,salesforce,2017-06-07,2017-06-07,2018-06-06,,2018-06-06,2,New Business,Residential developer
3038.44,649.31,a1d2o00000YZ3XdAAL,0010Y00000t1ylsQAA,salesforce,2021-11-04,2021-11-04,2022-01-20,,2022-01-20,2,Additional User,Residential developer
10000,10000,a1d1n00000ErZSvAAN,0010Y00000t1ylsQAA,salesforce,2020-01-23,2020-01-22,2021-01-21,,2021-01-21,3,New Business,Residential developer
13000,13000,a1d2o00000YZ3XTAA1,0010Y00000t1ylsQAA,salesforce,2021-11-04,2022-01-21,2023-01-20,,2023-01-20,5,Renewal,Residential developer
13000,13000,a1d090000002BfPAAU,0010Y00000t1ylsQAA,salesforce,2023-01-04,2023-01-21,2024-01-20,,2024-01-20,5,Renewal,Residential developer
10000,10000,a1d2o00000WbyYTAAZ,0010Y00000t1ylsQAA,salesforce,2020-12-08,2021-01-21,2022-01-20,,2022-01-20,3,Renewal,Residential developer
5000,5000,a1d1n00000ErZMiAAN,0010Y00000t23PUQAY,salesforce,2018-10-22,2018-10-22,2019-10-21,,2019-10-21,1,New Business,Property services company
4800,4800,a1d7U000000Pgw4QAC,0010Y00000t23RGQAY,salesforce,2022-04-08,2022-04-08,2023-04-07,,2023-04-07,2,New Subscription,Residential developer
2000,2000,a1d1n00000ErZJhAAN,0010Y00000t23RGQAY,salesforce,2019-08-21,2019-09-01,2020-08-31,,2020-08-31,1,New Business,Residential developer
4800,4800,a1d090000002InEAAU,0010Y00000t23RGQAY,salesforce,2023-03-09,2023-04-08,2024-04-07,,2024-04-07,2,Renewal,Residential developer
3600,3600,a1d2o00000V9dHsAAJ,0010Y00000t23RGQAY,salesforce,2021-01-06,2021-01-05,2022-01-04,,2022-01-04,1,Renewal,Residential developer
5000,5000,a1d1n00000ErZGWAA3,0010Y00000t23TqQAI,salesforce,2017-11-01,2017-11-01,2018-10-31,,2018-10-31,1,New Business,Consultant
2000,2000,a1d1n00000ErZKhAAN,0010Y00000t23TWQAY,salesforce,2019-08-21,2019-08-21,2020-08-15,,2020-08-15,1,New Business,Consultant
2000,2000,a1d1n00000ErZKaAAN,0010Y00000t2kNgQAI,salesforce,2019-08-21,2019-08-21,2020-08-20,,2020-08-20,1,New Business,Other
2000,2000,a1d2o00000W8CKVAA3,0010Y00000t2kNgQAI,salesforce,2020-09-21,2020-08-31,2021-08-30,,2021-08-30,1,Renewal,Other
4000,4000,a1d1n00000ErZW2AAN,0010Y00000t2MCzQAM,salesforce,2019-07-31,2019-07-31,2019-12-30,2019-12-30,2020-07-31,1,New Business,Property services company
5000,5000,a1d2o00000Wc9a3AAB,0010Y00000t2N06QAE,salesforce,,2017-07-07,2018-07-06,,2018-07-06,1,New Business,Other
5750,5750,a1d1n00000D7DJcAAN,0010Y00000t2owzQAA,salesforce,2020-06-16,2020-06-14,2021-06-13,,2021-06-13,1,Renewal,Agent
5200,5200,a1d2o00000Wc9a4AAB,0010Y00000t2owzQAA,salesforce,,2018-06-14,2019-06-13,,2019-06-13,1,Renewal,Agent
5750,5750,a1d1n00000ErZedAAF,0010Y00000t2owzQAA,salesforce,2019-06-14,2019-06-14,2020-06-13,,2020-06-13,1,Renewal,Agent
3400,3400,a1d2o00000Wc9a5AAB,0010Y00000t2owzQAA,salesforce,,2017-03-31,2018-03-30,,2018-03-30,1,New Business,Agent
6000,6000,a1d09000000pvSOAAY,0010Y00000t2owzQAA,salesforce,2023-06-07,2023-06-22,2024-06-21,,2024-06-21,1,Renewal,Agent
6000,6000,a1d2o00000XUPYQAA5,0010Y00000t2owzQAA,salesforce,2021-06-14,2021-06-14,2022-06-13,,2022-06-13,1,Renewal,Agent
6000,6000,a1d7U000000QCBoQAO,0010Y00000t2owzQAA,salesforce,2022-06-22,2022-06-22,2023-06-21,,2023-06-21,1,Renewal,Agent
7541.4,1198.36,a1d09000000po4wAAA,0010Y00000t2owzQAA,salesforce,2023-04-28,2023-04-25,2023-06-21,,2023-06-21,3,Additional User,Agent
1440,1440,a1d2o00000Wc9a6AAB,0010Y00000t2RxBQAU,salesforce,,2017-03-24,2018-03-23,,2018-03-23,1,New Business,Property services company
5000,5000,a1d1n00000ErZGdAAN,0010Y00000t2TV7QAM,salesforce,2017-11-15,2017-11-15,2018-11-15,,2018-11-15,1,New Business,Residential developer
3333,3333,a1d2o00000Wc57QAAR,0010Y00000t2vkqQAA,salesforce,2021-03-11,2021-03-26,2022-03-25,,2022-03-25,1,Renewal,Asset Manager / Investor
3333,3333,a1d2o00000Wc9a7AAB,0010Y00000t2vkqQAA,salesforce,,2018-03-26,2019-03-25,,2019-03-25,1,New Business,Asset Manager / Investor
4500,4500,a1d7U000000PRFXQA4,0010Y00000t2vkqQAA,salesforce,2022-02-28,2022-03-26,2023-03-25,,2023-03-25,1,Renewal,Asset Manager / Investor
4500,4500,a1d090000002HbDAAU,0010Y00000t2vkqQAA,salesforce,2023-03-03,2023-03-26,2024-03-25,,2024-03-25,1,Renewal,Asset Manager / Investor
3333,3333,a1d1n00000ErZR0AAN,0010Y00000t2vkqQAA,salesforce,2020-03-09,2020-03-26,2021-03-25,,2021-03-25,1,Renewal,Asset Manager / Investor
3333,3333,a1d1n00000ErZS5AAN,0010Y00000t2vkqQAA,salesforce,2019-03-26,2019-03-26,2020-03-25,,2020-03-25,1,Renewal,Asset Manager / Investor
4500,4500,a1d090000002Ml9AAE,0010Y00000t3p9OQAQ,salesforce,2023-03-31,2023-04-30,2024-04-29,,2024-04-29,1,Renewal,Property services company
4500,4500,a1d7U000000PfWjQAK,0010Y00000t3p9OQAQ,salesforce,2022-04-06,2022-04-30,2023-04-29,,2023-04-29,1,New Business,Property services company
1200,2000,a1d1n00000ErZGNAA3,0010Y00000t4fx4QAA,salesforce,2019-09-13,2019-09-13,2021-04-30,,2021-04-30,1,New Business,Residential developer
7000,7000,a1d1n00000ErZLZAA3,0010Y00000t4fx4QAA,salesforce,2019-04-25,2019-05-01,2020-04-30,,2020-04-30,3,New Business,Residential developer
3600,4500,a1d1n00000ErZTPAA3,0010Y00000t4JpeQAE,salesforce,2019-12-20,2020-01-03,2021-04-02,,2021-04-02,1,New Business,Agent
5000,5000,a1d1n00000ErZGsAAN,0010Y00000t4qedQAA,salesforce,2017-12-01,2017-12-01,2018-11-30,,2018-11-30,1,New Business,Other
5400,5400,a1d1n00000ErZd7AAF,0010Y00000t4qLvQAI,salesforce,2017-12-26,2017-12-31,2018-12-30,,2018-12-30,1,New Business,Commercial developer
6000,6000,a1d0900000029xHAAQ,0010Y00000t4qLvQAI,salesforce,2022-12-01,2022-12-31,2023-12-30,,2023-12-30,1,Renewal,Commercial developer
7500,7500,a1d1n00000ErZTBAA3,0010Y00000t4qLvQAI,salesforce,2019-11-29,2019-12-31,2020-12-30,,2020-12-30,2,Renewal,Commercial developer
6000,6000,a1d1n00000ErZgfAAF,0010Y00000t4qLvQAI,salesforce,2018-12-31,2018-12-31,2019-12-30,,2019-12-30,1,Renewal,Commercial developer
6000,6000,a1d2o00000WbypUAAR,0010Y00000t4qLvQAI,salesforce,2020-12-14,2020-12-31,2021-12-30,,2021-12-30,1,Renewal,Commercial developer
6000,6000,a1d7U000000PAu4QAG,0010Y00000t4qLvQAI,salesforce,2021-12-08,2021-12-31,2022-12-30,,2022-12-30,1,Renewal,Commercial developer
1800,1800,a1d1n00000ErZJ5AAN,0010Y00000t4sSKQAY,salesforce,2020-01-31,2020-01-31,2021-01-30,,2021-01-30,1,Renewal,Residential developer
5400,5400,a1d1n00000ErZHaAAN,0010Y00000t4sSKQAY,salesforce,2018-01-31,2018-01-31,2019-01-30,,2019-01-30,1,New Business,Residential developer
1620,1620,a1d2o00000Wc3pZAAR,0010Y00000t4sSKQAY,salesforce,2021-02-17,2021-02-17,2022-02-16,,2022-02-16,1,Renewal,Residential developer
5400,5400,a1d1n00000ErZdUAAV,0010Y00000t4sSKQAY,salesforce,2019-01-31,2019-01-31,2020-01-30,,2020-01-30,1,Renewal,Residential developer
2000,2000,a1d2o00000UpjaFAAR,0010Y00000t4t5NQAQ,salesforce,2020-08-27,2020-08-27,2021-09-01,,2021-09-01,1,New Business,Residential developer
2024.35,1059.32,a1d7U000000PE8EQAW,0010Y00000t4w6rQAA,salesforce,2022-01-25,2022-01-24,2022-08-02,,2022-08-02,1,Additional User,Residential developer
5500,5500,a1d2o00000Wc9bsAAB,0010Y00000t4w6rQAA,salesforce,,2017-08-02,2018-08-02,,2018-08-02,1,New Business,Residential developer
10000,20000,a1d7U000000QXxAQAW,0010Y00000t4w6rQAA,salesforce,2022-08-02,2022-08-02,2024-08-01,,2024-08-01,3,Renewal,Residential developer
7800,15600,a1d1n00000ErZVmAAN,0010Y00000t4w6rQAA,salesforce,2018-08-06,2018-08-02,2020-08-01,,2020-08-01,2,Renewal,Residential developer
7965,15930,a1d1n00000FdTj5AAF,0010Y00000t4w6rQAA,salesforce,2020-07-30,2020-08-02,2022-08-01,,2022-08-01,2,Renewal,Residential developer
3600,3600,a1d2o00000Wc9a8AAB,0010Y00000t4wYRQAY,salesforce,,2017-07-31,2018-07-30,,2018-07-30,1,New Business,Asset Manager / Investor
4500,4500,a1d2o00000YYyTFAA1,0010Y00000THBc1QAH,salesforce,2021-09-07,2021-09-08,2022-09-07,,2022-09-07,1,Renewal,Residential developer
4500,4500,a1d2o00000VQR6tAAH,0010Y00000THBc1QAH,salesforce,2020-09-08,2020-09-08,2021-09-07,,2021-09-07,1,Renewal,Residential developer
4500,4500,a1d7U000000QqbhQAC,0010Y00000THBc1QAH,salesforce,2022-09-09,2022-09-08,2023-09-07,,2023-09-07,1,Renewal,Residential developer
5000,5000,a1d1n00000ErZb3AAF,0010Y00000THBc1QAH,salesforce,2017-06-16,2017-06-19,2018-06-18,,2018-06-18,1,New Business,Residential developer
4500,4500,a1d1n00000ErZZCAA3,0010Y00000THBc1QAH,salesforce,2019-05-03,2019-05-03,2020-05-02,,2020-05-02,1,Renewal,Residential developer
5000,5000,a1d2o00000Wc9GQAAZ,0010Y00000THBc1QAH,salesforce,,2018-05-03,2019-05-02,,2019-05-02,1,Renewal,Residential developer
4928.57,5750,a1d1n00000D7ZUkAAN,0010Y00000THEGvQAP,salesforce,2020-06-30,2020-06-30,2021-08-30,,2021-08-30,1,Renewal,Residential developer
5750,5750,a1d1n00000ErZZVAA3,0010Y00000THEGvQAP,salesforce,2019-06-28,2019-06-30,2020-06-29,,2020-06-29,1,New Business,Residential developer
2924.68,625,a1d2o00000XUPXgAAP,0010Y00000THEGvQAP,salesforce,2021-06-14,2021-06-14,2021-08-30,,2021-08-30,1,Additional User,Residential developer
8250,8250,a1d2o00000YYxZRAA1,0010Y00000THEGvQAP,salesforce,2021-08-27,2021-08-31,2022-08-30,,2022-08-30,2,Renewal,Residential developer
8000,16000,a1d7U000000QjWVQA0,0010Y00000THEGvQAP,salesforce,2022-08-26,2022-08-31,2024-08-30,,2024-08-30,2,Renewal,Residential developer
3600,3600,a1d2o00000Wc9a9AAB,0010Y00000tyyVcQAI,salesforce,,2018-01-05,2019-01-04,,2019-01-04,1,Renewal,Asset Manager / Investor
4000,4000,a1d1n00000ErZWfAAN,0010Y00000tyyVcQAI,salesforce,2019-01-05,2019-01-05,2020-01-04,,2020-01-04,1,Renewal,Asset Manager / Investor
3000,3000,a1d2o00000Wc9aAAAR,0010Y00000tyyVcQAI,salesforce,,2017-01-05,2018-01-04,,2018-01-04,1,New Business,Asset Manager / Investor
3300,3300,a1d0900000029CQAAY,0010Y00000tzEkUQAU,salesforce,2022-11-16,2022-11-01,2023-10-31,,2023-10-31,1,Renewal,Residential developer
3600,3600,a1d2o00000XUPYbAAP,0010Y00000tzEkUQAU,salesforce,2021-06-14,2021-11-01,2022-10-31,,2022-10-31,1,New Business,Residential developer
937.5,312.5,a1d1n00000ErZFSAA3,0010Y00000tzEkUQAU,salesforce,2019-11-29,2019-11-29,2020-04-02,,2020-04-02,1,New Business,Residential developer
3000,3000,a1d2o00000Wc9aBAAR,0010Y00000tzKwIQAU,salesforce,,2017-10-20,2018-10-19,,2018-10-19,1,New Business,Residential developer
2600,2600,a1d2o00000Wc9aCAAR,0010Y00000tzMF8QAM,salesforce,,2017-01-09,2018-01-08,,2018-01-08,1,New Business,Agent
330.32,200,a1d2o00000XCwePAAT,0010Y00000tzMF8QAM,salesforce,2021-06-02,2021-06-02,2022-01-08,,2022-01-08,1,Additional User,Agent
3600,3600,a1d1n00000ErZTvAAN,0010Y00000tzMF8QAM,salesforce,2020-01-09,2020-01-09,2021-01-08,,2021-01-08,1,Renewal,Agent
4000,4000,a1d1n00000ErZK4AAN,0010Y00000tzMF8QAM,salesforce,2018-01-31,2018-01-09,2019-01-08,,2019-01-08,2,Renewal,Agent
3600,3600,a1d2o00000WbyuyAAB,0010Y00000tzMF8QAM,salesforce,2020-12-16,2021-01-09,2022-01-08,,2022-01-08,1,Renewal,Agent
4000,4000,a1d090000002BiiAAE,0010Y00000tzMF8QAM,salesforce,2023-01-05,2023-01-09,2024-01-08,,2024-01-08,2,Renewal,Agent
4000,4000,a1d2o00000YZ333AAD,0010Y00000tzMF8QAM,salesforce,2021-10-29,2022-01-09,2023-01-08,,2023-01-08,2,Renewal,Agent
4500,4500,a1d1n00000ErZYiAAN,0010Y00000tzMF8QAM,salesforce,2019-01-09,2019-01-09,2020-01-08,,2020-01-08,1,Renewal,Agent
1370.71,875,a1d1n00000ErZFRAA3,0010Y00000tzMICQA2,salesforce,2017-05-22,2017-05-22,2018-01-09,,2018-01-09,1,Additional User,Residential developer
4500,4500,a1d2o00000Wc9aDAAR,0010Y00000tzMICQA2,salesforce,,2017-01-10,2018-01-09,,2018-01-09,1,New Business,Residential developer
8500,8500,a1d0900000029ilAAA,0010Y00000tzMICQA2,salesforce,2022-11-28,2022-12-08,2023-12-07,,2023-12-07,3,Renewal,Residential developer
10000,10000,a1d1n00000ErZKQAA3,0010Y00000tzMICQA2,salesforce,2019-01-10,2019-01-10,2020-01-09,,2020-01-09,5,Renewal,Residential developer
7500,7500,a1d2o00000Wbyf0AAB,0010Y00000tzMICQA2,salesforce,2020-12-10,2020-12-08,2021-12-07,,2021-12-07,4,New Business,Residential developer
8600,8600,a1d1n00000ErZIcAAN,0010Y00000tzMICQA2,salesforce,2018-01-30,2018-01-10,2019-01-09,,2019-01-09,5,Renewal,Residential developer
8500,8500,a1d2o00000YZ4KfAAL,0010Y00000tzMICQA2,salesforce,2021-11-16,2021-12-08,2022-12-07,,2022-12-07,4,Renewal,Residential developer
6000,6000,a1d2o00000YYynJAAT,0010Y00000tzMrgQAE,salesforce,2021-09-10,2021-10-29,2022-10-28,,2022-10-28,1,Renewal,Commercial developer
5400,5400,a1d1n00000ErZd2AAF,0010Y00000tzMrgQAE,salesforce,2019-10-29,2019-10-29,2020-10-28,,2020-10-28,1,New Business,Commercial developer
6000,6000,a1d7U000000QxynQAC,0010Y00000tzMrgQAE,salesforce,2022-09-28,2022-10-29,2023-10-28,,2023-10-28,1,Renewal,Commercial developer
5400,5400,a1d2o00000WUEI3AAP,0010Y00000tzMrgQAE,salesforce,2020-09-28,2020-10-29,2021-10-28,,2021-10-28,1,Renewal,Commercial developer
2600,2600,a1d2o00000Wc9aEAAR,0010Y00000tzN1WQAU,salesforce,,2017-12-01,2018-11-30,,2018-11-30,1,New Business,Agent
3600,3600,a1d1n00000ErZK3AAN,0010Y00000tzN1WQAU,salesforce,2018-01-12,2018-01-12,2019-01-11,,2019-01-11,2,Renewal,Agent
3600,3600,a1d1n00000ErZU8AAN,0010Y00000tzN8XQAU,salesforce,2018-01-23,2018-01-24,2019-01-23,,2019-01-23,1,Renewal,Residential developer
4500,4500,a1d2o00000WbywGAAR,0010Y00000tzN8XQAU,salesforce,2020-12-16,2021-01-24,2022-01-23,,2022-01-23,1,Renewal,Residential developer
4000,4000,a1d7U000000PB23QAG,0010Y00000tzN8XQAU,salesforce,2021-12-21,2022-01-24,2023-01-23,,2023-01-23,2,Renewal,Residential developer
4500,4500,a1d1n00000ErZYnAAN,0010Y00000tzN8XQAU,salesforce,2019-01-23,2019-01-24,2020-01-23,,2020-01-23,1,Renewal,Residential developer
4000,4000,a1d090000002AyBAAU,0010Y00000tzN8XQAU,salesforce,2022-12-22,2023-01-24,2024-01-23,,2024-01-23,2,Renewal,Residential developer
4500,4500,a1d1n00000ErZXfAAN,0010Y00000tzN8XQAU,salesforce,2020-01-08,2020-01-24,2021-01-23,,2021-01-23,1,Renewal,Residential developer
2600,2600,a1d2o00000Wc9aFAAR,0010Y00000tzN8XQAU,salesforce,,2017-01-24,2018-01-24,,2018-01-24,1,New Business,Residential developer
6000,6000,a1d090000002C9UAAU,0010Y00000tzOACQA2,salesforce,2023-01-11,2023-01-31,2024-01-30,,2024-01-30,1,Renewal,Residential developer
6000,6000,a1d7U000000PB8GQAW,0010Y00000tzOACQA2,salesforce,2022-01-06,2022-01-31,2023-01-30,,2023-01-30,1,Renewal,Residential developer
6000,6000,a1d1n00000ErZYpAAN,0010Y00000tzOACQA2,salesforce,2019-01-26,2019-01-26,2020-01-26,,2020-01-26,2,Renewal,Residential developer
5500,5500,a1d1n00000ErZelAAF,0010Y00000tzOACQA2,salesforce,2020-01-10,2020-01-26,2021-01-25,,2021-01-25,1,Renewal,Residential developer
5000,5000,a1d2o00000Wc9aGAAR,0010Y00000tzOACQA2,salesforce,,2017-01-27,2018-01-27,,2018-01-27,1,New Business,Residential developer
1458.33,875,a1d2o00000Wc9aHAAR,0010Y00000tzOACQA2,salesforce,,2017-06-22,2018-01-26,,2018-01-26,1,Additional User,Residential developer
3156.45,2750,a1d1n00000ErZRXAA3,0010Y00000tzOACQA2,salesforce,2020-03-31,2020-03-20,2021-01-31,,2021-01-31,1,Additional User,Residential developer
8100,8100,a1d1n00000ErZWwAAN,0010Y00000tzOACQA2,salesforce,2018-01-26,2018-01-26,2019-01-25,,2019-01-25,2,Renewal,Residential developer
9000,9000,a1d2o00000WbzjSAAR,0010Y00000tzOACQA2,salesforce,2021-01-05,2021-01-31,2022-01-30,,2022-01-30,2,Renewal,Residential developer
2600,2600,a1d2o00000Wc9aIAAR,0010Y00000tzOk7QAE,salesforce,,2017-02-07,2018-02-06,,2018-02-06,1,New Business,Agent
6000,6000,a1d2o00000WzPIkAAN,0010Y00000tzOk7QAE,salesforce,2021-05-27,2021-05-27,2022-05-26,,2022-05-26,1,New Business,Agent
600,600,a1d090000002NiIAAU,0010Y00000tzOYfQAM,salesforce,2023-04-04,2023-04-07,2024-04-06,,2024-04-06,1,New Business,Property services company
2550,2550,a1d2o00000Wc9aJAAR,0010Y00000tzOYfQAM,salesforce,,2017-02-06,2018-02-05,,2018-02-05,1,New Business,Property services company
4500,4500,a1d1n00000ErZYCAA3,0010Y00000tzOYfQAM,salesforce,2019-07-17,2019-07-17,2020-04-16,2020-04-16,2020-07-16,1,New Business,Property services company
5400,5400,a1d7U000000PRsoQAG,0010Y00000tzOYfQAM,salesforce,2022-03-01,2022-03-01,2022-06-01,2022-06-01,2023-02-28,1,New Business,Property services company
4500,4500,a1d2o00000Wc9aKAAR,0010Y00000tzP2CQAU,salesforce,,2018-04-06,2019-04-06,,2019-04-06,1,Renewal,Agent
3750,3750,a1d2o00000Wc9aLAAR,0010Y00000tzP2CQAU,salesforce,,2017-02-19,2018-02-19,,2018-02-19,1,New Business,Agent
5000,5000,a1d1n00000ErZcCAAV,0010Y00000tzP2CQAU,salesforce,2020-04-28,2020-04-28,2021-04-27,,2021-04-27,1,Renewal,Agent
7000,7000,a1d1n00000ErZTWAA3,0010Y00000tzP2CQAU,salesforce,2019-04-06,2019-04-06,2020-04-05,,2020-04-05,2,Renewal,Agent
